abbreviation,fullName,chargedFormula
HC01652_n,"2,5-diamino-6-ribosylamino-4(3H)pyrimidinone 5'-triphosphate",C9H14N5O14P3
HC01668_c,Propinol adenylate,C13H18N5O8P
HC01668_m,Propinol adenylate,C13H18N5O8P
HC01672_c,5'-acetylphosphoadenosine,C12H15N5O8P
HC01700_e,gamma-Glutamyl-3-aminopropiononitrile,C8H13N3O3
HC01710_c,"2,5-Diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)- amino-4-oxopyrimidine",C9H18N5O14P3
HC01710_n,"2,5-Diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)- amino-4-oxopyrimidine",C9H18N5O14P3
HC01712_m,S(8)-glutaryldihydrolipoamide,C13H22NO4S2
HC01787_c,Lepidimoide,C12H17O10. Na
HC01787_e,Lepidimoide,C12H17O10. Na
HC01797_c,Activated_methyl_group,CH3
HC01842_c,"N,N-dimethylethanolamine phosphate",C4H10NO4P
HC02020_l,cholesteryl palmitate,C43H76O2
HC02020_r,cholesteryl palmitate,C43H76O2
HC02021_r,Cholesterol-ester-palmn,C43H74O2
HC02022_l,cholesteryl stearate,C45H80O2
HC02022_r,cholesteryl stearate,C45H80O2
HC02023_l,cholesteryl oleate,C45H78O2
HC02023_r,cholesteryl oleate,C45H78O2
HC02024_l,cholesteryl linoleate,C45H76O2
HC02024_r,cholesteryl linoleate,C45H76O2
HC02025_r,Cholesterol-ester-ala,C45H74O2
HC02026_r,Cholesterol-ester-gla,C45H74O2
HC02027_l,Cholesterol-ester-arach,C47H76O2
HC02027_r,Cholesterol-ester-arach,C47H76O2
HC02097_c,3-Oxostearoyl-ACP,C18H33O2SR
HC02098_c,3-Hydroxystearoyl-ACP,C18H35O2SR
HC02099_c,(2E)-Octadecenoyl-ACP,C18H33OSR
dlnlcg_l,"all-cis-icosa-8,11,14-trienoate",C20H33O2
HC02110_r,4alpha-methylzymosterol,C28H46O
HC02112_c,NADH-redox-potential,H
HC02112_m,NADH-redox-potential,H
HC02112_r,NADH-redox-potential,H
HC02112_x,NADH-redox-potential,H
HC02113_c,NADPH-redox-potential,H
HC02113_m,NADPH-redox-potential,H
HC02113_r,NADPH-redox-potential,H
HC02113_x,NADPH-redox-potential,H
HC02114_c,FADH-redox-potential,H2
HC02116_c,activated-sulphur,SO3
HC02121_c,S-(hydroxymethyl)glutathione(1-),C11H18N3O7S
HC02129_c,THF-hexaglutamate,C49H69N13O30
HC02136_c,Glycogenin-G7G1,C1779H3237N455O877S14
HC02154_c,GM4-pool,C36H64N2O16
HC02154_e,GM4-pool,C36H64N2O16
HC02160_e,GM2-pool,C50H87N3O26
HC02161_e,GM1-pool,C56H97N3O31
HC02172_c,zinc(2+),Zn
HC02172_e,zinc(2+),Zn
ddca_e,dodecanoate,C12H23O2
wharachd_c,20-HETE(1-),C20H31O3
wharachd_e,20-HETE(1-),C20H31O3
HC02180_c,thromboxane B2,C20H33O6
HC02180_e,thromboxane B2,C20H33O6
HC02187_c,"3,3',5'-triiodothyronine",C15H12I3NO4
HC02187_e,"3,3',5'-triiodothyronine",C15H12I3NO4
HC02191_c,lithocholate,C24H39O3
HC02191_e,lithocholate,C24H39O3
HC02192_c,taurolithocholate,C26H44NO5S
HC02192_e,taurolithocholate,C26H44NO5S
CE5560_c,glycolithocholate,C26H42NO4
CE5560_e,glycolithocholate,C26H42NO4
HC02194_c,ursodeoxycholate,C24H40O4
HC02194_e,ursodeoxycholate,C24H40O4
HC02195_c,tauroursodeoxycholate,C26H45NO6S
HC02195_e,tauroursodeoxycholate,C26H45NO6S
HC02196_c,glycoursodeoxycholate,C26H42NO5
HC02196_e,glycoursodeoxycholate,C26H42NO5
HC02197_c,sulfoglycolithocholate(2-),C26H41NO7S
HC02197_e,sulfoglycolithocholate(2-),C26H41NO7S
HC02198_c,taurolithocholic acid sulfate(2-),C26H43NO8S2
HC02198_e,taurolithocholic acid sulfate(2-),C26H43NO8S2
HC02199_c,glutathionyl-leuc4,C16H28N4O8S
HC02199_e,glutathionyl-leuc4,C16H28N4O8S
HC02200_c,"S-(2,4-dinitrophenyl)glutathione",C16H19N5O10S
HC02200_e,"S-(2,4-dinitrophenyl)glutathione",C16H19N5O10S
HC02201_c,S-glutathionyl-ethacrynic-acid,C23H27Cl2N3O10S
HC02201_e,S-glutathionyl-ethacrynic-acid,C23H27Cl2N3O10S
HC02202_c,prostaglandin A1(1-),C20H31O4
HC02202_e,prostaglandin A1(1-),C20H31O4
HC02203_c,prostaglandin A2,C20H30O4
HC02203_e,prostaglandin A2,C20H30O4
HC02204_c,prostaglandin B1,C20H31O4
HC02204_e,prostaglandin B1,C20H31O4
HC02205_c,prostaglandin B2,C20H29O4
HC02205_e,prostaglandin B2,C20H29O4
HC02206_c,prostaglandin C1(1-),C20H31O4
HC02206_e,prostaglandin C1(1-),C20H31O4
HC02207_c,prostaglandin C2,C20H29O4
HC02207_e,prostaglandin C2,C20H29O4
HC02208_c,prostaglandin D1,C20H33O5
HC02208_e,prostaglandin D1,C20H33O5
HC02210_c,prostaglandin D3,C20H29O5
HC02210_e,prostaglandin D3,C20H29O5
HC02213_c,prostaglandin E3,C20H30O5
HC02213_e,prostaglandin E3,C20H30O5
HC02214_c,prostaglandin F1alpha,C20H35O5
HC02214_e,prostaglandin F1alpha,C20H35O5
HC02216_c,prostaglandin F2beta,C20H33O5
HC02216_e,prostaglandin F2beta,C20H33O5
HC02217_c,prostaglandin G2,C20H31O6
HC02217_e,prostaglandin G2,C20H31O6
HC02220_c,sulfochenodeoxycholate,C24H40O7S
HC02220_e,sulfochenodeoxycholate,C24H40O7S
HC02228_c,Hexadecenal,C16H30O
CE0852_c,palmitoleoyl-CoA(4-),C37H60N7O17P3S
CE0852_m,palmitoleoyl-CoA(4-),C37H60N7O17P3S
CE0852_r,palmitoleoyl-CoA(4-),C37H60N7O17P3S
hdcecrn_r,O-palmitoleoylcarnitine,C23H43NO4
lneldccrn_r,O-linoelaidylcarnitine,C25H45NO4
lneldccrn_x,O-linoelaidylcarnitine,C25H45NO4
HC10856_m,"(9Z,11E)-octadecadienoyl-CoA",C39H66N7O17P3S
HC10857_m,(S)-3-hydroxyoleyleoyl-CoA,C39H68N7O18P3S
HC10858_m,3-oxooleoyl-CoA,C39H66N7O18P3S
HC10859_c,O-malonylcarnitine,C10H17NO6
HC10859_m,O-malonylcarnitine,C10H17NO6
HC10859_r,O-malonylcarnitine,C10H17NO6
HC10859_x,O-malonylcarnitine,C10H17NO6
L2aadp6sa_c,L-allysine,C6H11NO3
L2aadp6sa_m,L-allysine,C6H11NO3
L2aadp_c,L-2-aminoadipate(1-),C6H10NO4
L2aadp_m,L-2-aminoadipate(1-),C6H10NO4
L_dpchrm_c,L-dopachromate,C9H6NO4
L_dpchrm_x,L-dopachromate,C9H6NO4
Lcyst_c,L-cysteate(1-),C3H6NO5S
Lcyst_m,L-cysteate(1-),C3H6NO5S
Lcystin_c,L-cystine,C6H12N2O4S2
Lcystin_e,L-cystine,C6H12N2O4S2
Lfmkynr_c,N-formyl-L-kynurenine,C11H12N2O4
Lkynr_c,L-kynurenine,C10H12N2O3
Lkynr_m,L-kynurenine,C10H12N2O3
Lpipecol_x,L-pipecolic acid,C6H11NO2
N1aspmd_c,N(1)-acetylspermidinium(2+),C9H23N3O
N1aspmd_x,N(1)-acetylspermidinium(2+),C9H23N3O
N1sprm_c,N(1)-acetylsperminium(3+),C12H31N4O
N1sprm_x,N(1)-acetylsperminium(3+),C12H31N4O
Nacasp_c,N-acetyl-L-aspartate(2-),C6H7NO5
Nacasp_m,N-acetyl-L-aspartate(2-),C6H7NO5
Nacsertn_c,N-acetylserotonin,C12H14N2O2
Ndmelys_n,"Protein N6,N6-dimethyl-L-lysine",C9H17N3O2R2
Nmelys_n,Histone N6-methyl-L-lysine,C8H15N3O2R2
Ntmelys_n,"Protein N6,N6,N6-trimethyl-L-lysine",C10H20N3O2R2
Ntmelys_r,"Protein N6,N6,N6-trimethyl-L-lysine",C10H20N3O2R2
R2coa_hs_c,fatty acyl-CoA,C41H74N7O17P3S
R2coa_hs_r,fatty acyl-CoA,C22H35N7O17P3SR
R3coa_hs_c,fatty acyl-CoA,C39H70N7O17P3S
R4coa_hs_c,fatty acyl-CoA,C33H58N7O17P3S
R5coa_hs_c,fatty acyl-CoA,C45H82N7O17P3S
Rtotal_c,fatty acid anion,C16O2H31
Rtotal_e,fatty acid anion,C16O2H31
Rtotal_l,fatty acid anion,C16O2H31
Rtotal_x,fatty acid anion,C16O2H31
Rtotalcoa_c,fatty acyl-CoA,C37H66N7O17P3S
Rtotalcoa_m,fatty acyl-CoA,C37H66N7O17P3S
Rtotalcoa_x,fatty acyl-CoA,C37H66N7O17P3S
Rtotalcrn_c,O-acyl-L-carnitine,C23H45NO4
Rtotalcrn_m,O-acyl-L-carnitine,C23H45NO4
Ser_Gly_Ala_X_Gly_l,protein-linked serine residue (glycosaminoglycan attachment site),C3H5NO2
Ser_Gly_Ala_X_Gly_r,protein-linked serine residue (glycosaminoglycan attachment site),C3H5NO2
Ser_Thr_g,protein-linked serine or threonine residue (O-glycosylation site),C3H5NO2
Ser_Thr_l,protein-linked serine or threonine residue (O-glycosylation site),C3H5NO2
Sfglutth_c,S-formylglutathionate(1-),C11H16N3O7S
Ssq23epx_r,"(S)-2,3-epoxysqualene",C30H50O
T4hcinnm_c,trans-4-coumarate,C9H7O3
T4hcinnm_m,trans-4-coumarate,C9H7O3
T_antigen_g,T antigen (core 1),C61H100N10O40
Tn_antigen_g,Tn antigen,C55H90N10O35
Tn_antigen_l,Tn antigen,C55H90N10O35
Tyr_ggn_c,Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis),C1731H3157N455O837S14
Tyr_ggn_e,Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis),C1731H3157N455O837S14
aacoa_c,acetoacetyl-CoA(4-),C25H36N7O18P3S
aacoa_m,acetoacetyl-CoA(4-),C25H36N7O18P3S
aacoa_x,acetoacetyl-CoA(4-),C25H36N7O18P3S
aact_c,ammonioacetone,C3H8NO
aact_m,ammonioacetone,C3H8NO
abt_c,L-arabinitol,C5H12O5
abt_e,L-arabinitol,C5H12O5
acACP_c,acetyl-[acyl-carrier protein],C2H3OSR
ac_c,acetate,C2H3O2
ac_e,acetate,C2H3O2
ac_g,acetate,C2H3O2
ac_m,acetate,C2H3O2
ac_r,acetate,C2H3O2
acac_c,acetoacetate,C4H5O3
acac_e,acetoacetate,C4H5O3
acac_m,acetoacetate,C4H5O3
acac_x,acetoacetate,C4H5O3
acald_c,acetaldehyde,C2H4O
acald_e,acetaldehyde,C2H4O
acald_m,acetaldehyde,C2H4O
acald_r,acetaldehyde,C2H4O
acald_x,acetaldehyde,C2H4O
accoa_c,acetyl-CoA(4-),C23H34N7O17P3S
accoa_g,acetyl-CoA(4-),C23H34N7O17P3S
accoa_m,acetyl-CoA(4-),C23H34N7O17P3S
accoa_n,acetyl-CoA(4-),C23H34N7O17P3S
accoa_r,acetyl-CoA(4-),C23H34N7O17P3S
accoa_x,acetyl-CoA(4-),C23H34N7O17P3S
acetol_c,hydroxyacetone,C3H6O2
acetone_c,acetone,C3H6O
acetone_e,acetone,C3H6O
acetone_m,acetone,C3H6O
acg5p_m,N-acetyl-L-gamma-glutamyl phosphate(3-),C7H9NO8P
acg5sa_m,2-acetamido-5-oxopentanoate,C7H10NO4
acgagbside_hs_c,alpha GalNAc globoside,C68H123N3O28
acgagbside_hs_g,alpha GalNAc globoside,C68H123N3O28
acgagbside_hs_l,alpha GalNAc globoside,C68H123N3O28
acgal1p_c,N-acetyl-D-galactosamine 1-phosphate,C8H14NO9P
acgal_c,N-acetyl-D-galactosamine,C8H15NO6
acgal_g,N-acetyl-D-galactosamine,C8H15NO6
acgal_l,N-acetyl-D-galactosamine,C8H15NO6
acgalfucgalacgalfuc12gal14acglcgalgluside_hs_c,alpha-GalNAc-(1->3)-[alpha-Fuc-(1->2)]-beta-Gal-(1->3)-alpha-GalNAc-(1->3)-[alpha-Fuc-(1->2)]-beta-Gal-(1->4)-beta-GlcNAc-(1->3)-beta-Gal-(1->4)-beta-Glc-(1->1')-Cer,C94H166N4O46
acgalfucgalacgalfuc12gal14acglcgalgluside_hs_e,alpha-GalNAc-(1->3)-[alpha-Fuc-(1->2)]-beta-Gal-(1->3)-alpha-GalNAc-(1->3)-[alpha-Fuc-(1->2)]-beta-Gal-(1->4)-beta-GlcNAc-(1->3)-beta-Gal-(1->4)-beta-Glc-(1->1')-Cer,C94H166N4O46
acgalfucgalacgalfuc12gal14acglcgalgluside_hs_g,alpha-GalNAc-(1->3)-[alpha-Fuc-(1->2)]-beta-Gal-(1->3)-alpha-GalNAc-(1->3)-[alpha-Fuc-(1->2)]-beta-Gal-(1->4)-beta-GlcNAc-(1->3)-beta-Gal-(1->4)-beta-Glc-(1->1')-Cer,C94H166N4O46
acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_c,Type IIIAb,C108H189N5O56
acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_e,Type IIIAb,C108H189N5O56
acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_g,Type IIIAb,C108H189N5O56
acgalfucgalacglcgal14acglcgalgluside_hs_g,alpha-D-GalNAc-(1->3)-[alpha-L-Fuc-(1->2)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1->1')-Cer,C88H156N4O42
acgalfucgalacglcgalgluside_hs_g,alpha-D-GalNAc-(1->3)-[alpha-L-Fuc-(1->2)]-beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1->1')-Cer,C74H133N3O32
acgam1p_c,2-acetamido-2-deoxy-D-glucopyranose 1-phosphate,C8H14NO9P
acgam6p_c,N-acetyl-D-glucosamine 6-phosphate(2-),C8H14NO9P
acgam_c,aldehydo-N-acetyl-D-glucosamine,C8H15NO6
acgam_e,aldehydo-N-acetyl-D-glucosamine,C8H15NO6
acgam_l,aldehydo-N-acetyl-D-glucosamine,C8H15NO6
acgam_r,aldehydo-N-acetyl-D-glucosamine,C8H15NO6
acgbgbside_hs_c,beta GalNAc globoside,C68H123N3O28
acgbgbside_hs_g,beta GalNAc globoside,C68H123N3O28
acgbgbside_hs_l,beta GalNAc globoside,C68H123N3O28
acglc13galacglcgal14acglcgalgluside_hs_g,beta-D-GlcNAc-(1->3)-[beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,C82H146N4O38
acglcgal14acglcgalgluside_hs_g,N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide,C68H123N3O28
acglcgalacglcgal14acglcgalgluside_hs_g,beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-[beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,C82H146N4O38
acglcgalgbside_hs_g,GlcNAc-Gal globoside,C74H133N3O33
acglcgalgluside_hs_g,N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide,C54H100N2O18
acglu_m,N-acetyl-L-glutamate(2-),C7H9NO5
acgpail_hs_c,6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol(1-),C49H91NO18P
ach_c,acetylcholine,C7H16NO2
ach_e,acetylcholine,C7H16NO2
ach_n,acetylcholine,C7H16NO2
acmana_c,aldehydo-N-acetyl-D-mannosamine,C8H15NO6
acmana_e,aldehydo-N-acetyl-D-mannosamine,C8H15NO6
acmana_r,aldehydo-N-acetyl-D-mannosamine,C8H15NO6
acmanap_c,N-acetyl-D-mannosamine 6-phosphate(2-),C8H14NO9P
acn13acngalgbside_hs_c,"sialyl (1,3) sialyl (2,6) galactosylgloboside",C88H152N4O44
acn13acngalgbside_hs_e,"sialyl (1,3) sialyl (2,6) galactosylgloboside",C88H152N4O44
acn13acngalgbside_hs_g,"sialyl (1,3) sialyl (2,6) galactosylgloboside",C88H152N4O44
acn23acngalgbside_hs_c,"sialyl (2,3) sialyl (2,6) galactosylgloboside",C88H152N4O44
acn23acngalgbside_hs_e,"sialyl (2,3) sialyl (2,6) galactosylgloboside",C88H152N4O44
acn23acngalgbside_hs_g,"sialyl (2,3) sialyl (2,6) galactosylgloboside",C88H152N4O44
acnacngal14acglcgalgluside_hs_c,"3,8-LD1",C82H142N4O39
acnacngal14acglcgalgluside_hs_e,"3,8-LD1",C82H142N4O39
acnacngal14acglcgalgluside_hs_g,"3,8-LD1",C82H142N4O39
acnacngalgbside_hs_c,disialyl galactosylgloboside,C88H152N4O44
acnacngalgbside_hs_e,disialyl galactosylgloboside,C88H152N4O44
acnacngalgbside_hs_g,disialyl galactosylgloboside,C88H152N4O44
acnam_c,N-acetylneuraminate,C11H18NO9
acnam_l,N-acetylneuraminate,C11H18NO9
acnam_n,N-acetylneuraminate,C11H18NO9
acnamp_c,N-acetylneuraminic acid 9-phosphate,C11H17NO12P
acngal14acglcgalgluside_hs_g,alpha-Neup5NAc-(2->3)-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp-(1<->1')-Cer,C71H127N3O31
acngalacglcgal14acglcgalgluside_hs_c,VI3NeuAc-nLc6Cer,C85H149N4O41
acngalacglcgal14acglcgalgluside_hs_e,VI3NeuAc-nLc6Cer,C85H149N4O41
acngalacglcgal14acglcgalgluside_hs_g,VI3NeuAc-nLc6Cer,C85H149N4O41
acngalacglcgalgluside_hs_g,(Gal)3 (Glc)1 (GlcNAc)1 (Cer)1,C71H126N3O31
acngalgbside_hs_g,sialyl galactosylgloboside,C77H136N3O36
acorn_c,N(2)-acetyl-L-ornithine,C7H14N2O3
acrn_c,O-acetyl-L-carnitine,C9H17NO4
acrn_m,O-acetyl-L-carnitine,C9H17NO4
acrn_r,O-acetyl-L-carnitine,C9H17NO4
acrn_x,O-acetyl-L-carnitine,C9H17NO4
acryl_c,acrylate,C3H4O2
ade_c,adenine,C5H5N5
ade_e,adenine,C5H5N5
ade_l,adenine,C5H5N5
adhap_hs_c,acylglycerone phosphate,C19H35O7P
adhap_hs_x,acylglycerone phosphate,C19H35O7P
adn_c,adenosine,C10H13N5O4
adn_e,adenosine,C10H13N5O4
adn_l,adenosine,C10H13N5O4
adn_m,adenosine,C10H13N5O4
adocbl_c,cobamamide,C72H100CoN18O17P
adocbl_e,cobamamide,C72H100CoN18O17P
adocbl_m,cobamamide,C72H100CoN18O17P
adp_c,ADP(3-),C10H12N5O10P2
adp_e,ADP(3-),C10H12N5O10P2
adp_g,ADP(3-),C10H12N5O10P2
adp_l,ADP(3-),C10H12N5O10P2
adp_m,ADP(3-),C10H12N5O10P2
adp_n,ADP(3-),C10H12N5O10P2
adp_r,ADP(3-),C10H12N5O10P2
adp_x,ADP(3-),C10H12N5O10P2
adpac_c,adipic acid,C6H8O4
adpac_x,adipic acid,C6H8O4
adpcoa_c,adipoyl-CoA,C27H39N7O19P3S
adpcoa_x,adipoyl-CoA,C27H39N7O19P3S
adpglc_c,ADP alpha-D-glucoside(2-),C16H23N5O15P2
adpman_c,ADP-alpha-D-mannose,C16H23N5O15P2
adprbp_c,ADP-D-ribose 2'-phosphate(4-),C15H20N5O17P3
adprbp_e,ADP-D-ribose 2'-phosphate(4-),C15H20N5O17P3
adprib_c,ADP-D-ribose(2-),C15H21N5O14P2
adprib_e,ADP-D-ribose(2-),C15H21N5O14P2
adprib_m,ADP-D-ribose(2-),C15H21N5O14P2
adrn_c,"all-cis-docosa-7,10,13,16-tetraenoic acid",C22H35O2
adrn_e,"all-cis-docosa-7,10,13,16-tetraenoic acid",C22H35O2
adrn_x,"all-cis-docosa-7,10,13,16-tetraenoic acid",C22H35O2
adrncoa_c,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA(4-)",C43H66N7O17P3S
adrncoa_m,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA(4-)",C43H66N7O17P3S
adrncoa_x,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA(4-)",C43H66N7O17P3S
adrncrn_c,Adrenyl carnitine,C29H49NO4
adrncrn_m,Adrenyl carnitine,C29H49NO4
adrnl_c,adrenaline,C9H14NO3
adrnl_e,adrenaline,C9H14NO3
adsel_c,adenylyl selenate,C10H12N5O10PSe
aflatoxin_c,aflatoxin B1,C17H12O6
aflatoxin_e,aflatoxin B1,C17H12O6
agm_m,agmatinium(2+),C5H16N4
ahandrostan_r,3alpha-hydroxy-5beta-androstan-17-one,C19H30O2
ahandrostanglc_c,3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid,C25H38O8
ahandrostanglc_e,3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid,C25H38O8
ahandrostanglc_r,3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid,C25H38O8
ahcys_c,S-adenosyl-L-homocysteine,C14H20N6O5S
ahcys_e,S-adenosyl-L-homocysteine,C14H20N6O5S
ahcys_m,S-adenosyl-L-homocysteine,C14H20N6O5S
ahcys_n,S-adenosyl-L-homocysteine,C14H20N6O5S
ahcys_r,S-adenosyl-L-homocysteine,C14H20N6O5S
ahdt_c,"7,8-dihydroneopterin 3'-triphosphate(4-)",C9H12N5O13P3
ahdt_e,"7,8-dihydroneopterin 3'-triphosphate(4-)",C9H12N5O13P3
ahdt_n,"7,8-dihydroneopterin 3'-triphosphate(4-)",C9H12N5O13P3
aicar_c,5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-),C9H13N4O8P
aicar_e,5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-),C9H13N4O8P
air_c,5-amino-1-(5-phosphonato-D-ribosyl)imidazol-3-ium,C8H12N3O7P
ak2g_hs_c,1-alkyl-2-acyl-sn-glycerol,C19H37O4R
ak2gchol_hs_c,2-acyl-1-alkyl-sn-glycero-3-phosphocholine,C24H49NO7PR
ak2gp_hs_c,1-alkyl-2-acyl-sn-glycero-3-phosphate(2-),C19H36O7PR
ak2gpe_hs_c,1-alkyl-2-acyl-glycero-3-phosphoethanolamine zwitterion,C21H43NO7PR
ak2lgchol_hs_c,1-alkyl-sn-glycero-3-phosphocholine,C8H19NO6PR
ak2lgchol_hs_e,1-alkyl-sn-glycero-3-phosphocholine,C8H19NO6PR
akdhap_hs_c,1-alkyl-sn-glycerol 3-phosphate,C3H8O6PR
akdhap_hs_x,1-alkyl-sn-glycerol 3-phosphate,C3H8O6PR
akg_c,2-oxoglutarate(2-),C5H4O5
akg_e,2-oxoglutarate(2-),C5H4O5
akg_m,2-oxoglutarate(2-),C5H4O5
akg_r,2-oxoglutarate(2-),C5H4O5
akg_x,2-oxoglutarate(2-),C5H4O5
akgp_hs_c,1-alkylglycerone 3-phosphate(2-),C3H4O6PR
ala_B_c,beta-alanine,C3H7NO2
ala_B_e,beta-alanine,C3H7NO2
ala_B_m,beta-alanine,C3H7NO2
ala_D_c,D-alanine,C3H7NO2
ala_D_e,D-alanine,C3H7NO2
ala_D_l,D-alanine,C3H7NO2
ala_D_x,D-alanine,C3H7NO2
ala_L_c,L-alanine,C3H7NO2
ala_L_e,L-alanine,C3H7NO2
ala_L_l,L-alanine,C3H7NO2
ala_L_m,L-alanine,C3H7NO2
ala_L_x,L-alanine,C3H7NO2
alaala_c,D-alanyl-D-alanine,C6H12N2O3
alaala_e,D-alanyl-D-alanine,C6H12N2O3
aldstrn_c,aldosterone,C21H28O5
aldstrn_e,aldosterone,C21H28O5
aldstrn_m,aldosterone,C21H28O5
alltn_c,allantoin,C4H6N4O3
alltt_c,allantoate,C4H7N4O4
alpa_hs_c,1-lysophosphatidic acid,C19H39O7P
alpa_hs_m,1-lysophosphatidic acid,C19H39O7P
alpam_m,S(8)-aminomethyldihydrolipoamide,C9H21N2OS2
alpro_m,S-Aminomethyldihydrolipoylprotein,C9H19N2OS2R
am6sa_c,2-aminomuconate 6-semialdehyde(1-),C6H7NO3
amet_c,S-adenosyl-L-methionine,C15H23N6O5S
amet_m,S-adenosyl-L-methionine,C15H23N6O5S
amet_n,S-adenosyl-L-methionine,C15H23N6O5S
amet_r,S-adenosyl-L-methionine,C15H23N6O5S
ametam_c,S-adenosylmethioninaminium,C14H24N6O3S
amp_c,AMP(2-),C10H12N5O7P
amp_e,AMP(2-),C10H12N5O7P
amp_g,AMP(2-),C10H12N5O7P
amp_l,AMP(2-),C10H12N5O7P
amp_m,AMP(2-),C10H12N5O7P
amp_r,AMP(2-),C10H12N5O7P
amp_x,AMP(2-),C10H12N5O7P
amuco_c,2-aminomuconate(2-),C6H6NO4
andrstandn_r,"5alpha-androstane-3,17-dione",C19H28O2
andrstndn_c,"androst-4-ene-3,17-dione",C19H26O2
andrstndn_m,"androst-4-ene-3,17-dione",C19H26O2
andrstndn_r,"androst-4-ene-3,17-dione",C19H26O2
andrstrn_c,androsterone,C19H30O2
andrstrn_e,androsterone,C19H30O2
andrstrn_l,androsterone,C19H30O2
andrstrn_r,androsterone,C19H30O2
andrstrnglc_c,androsterone 3-glucosiduronic acid,C25H38O8
andrstrnglc_e,androsterone 3-glucosiduronic acid,C25H38O8
andrstrnglc_r,androsterone 3-glucosiduronic acid,C25H38O8
anth_c,anthranilate,C7H6NO2
anth_e,anthranilate,C7H6NO2
antipyrene_c,antipyrine,C11H12N2O
antipyrene_e,antipyrine,C11H12N2O
ap4a_c,"P(1),P(4)-bis(5'-adenosyl) tetraphosphate(4-)",C20H24N10O19P4
apnnox_c,alpha-pinene oxide,C10H16O
apnnox_e,alpha-pinene oxide,C10H16O
apoC_Lys_btn_c,Holocarboxylase (biotin covalent bound to Lys residue of apoC),C16H27N4O3S
apoC_Lys_btn_m,Holocarboxylase (biotin covalent bound to Lys residue of apoC),C16H27N4O3S
apoC_Lys_c,Apocarboxylase (Lys residue),C6H13N2O
apoC_Lys_m,Apocarboxylase (Lys residue),C6H13N2O
apoC_c,Apocarboxlase (no lys residue),H
apoC_m,Apocarboxlase (no lys residue),H
appnn_c,(+)-alpha-pinene,C10H16
appnn_e,(+)-alpha-pinene,C10H16
aprgstrn_c,(20S)-20-hydroxypregn-4-en-3-one,C21H32O2
aprgstrn_e,(20S)-20-hydroxypregn-4-en-3-one,C21H32O2
aprut_c,N-acetylputrescinium,C6H15N2O
aps_c,5'-adenylyl sulfate(2-),C10H12N5O10PS
aqcobal_c,aquacob(III)alamin,C62H93CoN13O15P
aqcobal_e,aquacob(III)alamin,C62H93CoN13O15P
arab_L_c,L-arabinose,C5H10O5
arab_L_e,L-arabinose,C5H10O5
arach_c,arachidate,C20H39O2
arach_e,arachidate,C20H39O2
arach_m,arachidate,C20H39O2
arach_x,arachidate,C20H39O2
arachcoa_c,icosanoyl-CoA,C41H70N7O17P3S
arachcoa_e,icosanoyl-CoA,C41H70N7O17P3S
arachcoa_m,icosanoyl-CoA,C41H70N7O17P3S
arachcoa_x,icosanoyl-CoA,C41H70N7O17P3S
arachcrn_c,arachidyl carnitine,C27H53NO4
arachcrn_m,arachidyl carnitine,C27H53NO4
arachd_c,arachidonate,C20H31O2
arachd_e,arachidonate,C20H31O2
arachd_l,arachidonate,C20H31O2
arachd_r,arachidonate,C20H31O2
arachd_x,arachidonate,C20H31O2
